"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Filipinas","PHL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","3.1","","","3.4","","","2.3","","","2.3","","","1.2","","","0.5","","","",
"Palau","PLW","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua Nueva Guinea","PNG","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","","","","","","","","","","","","","14.8","","","","","","","","","","","","",
"Polonia","POL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.4","0.3","0.3","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.1","0.2","0.1","","","",
"previa al dividendo demográfico","PRE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.3","0.3","0","0.1","0.1","0.1","0.1","0.2","0.4","0.4","0.2","0.2","0.2","0.2","0.1","0.1","","",
"Paraguay","PRY","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","5","","4.4","","3.9","","3.1","4.7","2.6","1.6","1.9","2.3","2.3","1.2","1.5","1.6","1.5","0.8","0.6","0.6","0.4","0.3","0.1","0.3","0.2","0.2","",
"Ribera Occidental y Gaza","PSE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.1","0.4","","0.1","0","0.1","","","","","0.1","","","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"posterior al dividendo demográfico","PST","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Polinesia Francesa","PYF","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rumania","ROU","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","1.6","1.2","0.7","1.3","1.9","2","2.1","2.3","1.6","1","1.2","0.8","0.7","","",
"Federación de Rusia","RUS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.6","1.1","0.7","0.4","0.2","0.3","0.2","0.2","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Rwanda","RWA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9","","","","","32","","","","","25.5","","","21.3","","","20.9","","","","","",
"Asia meridional","SAS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","19.3","19","18.1","17.2","16.3","15.8","15.4","14.6","14.4","14.2","13.8","12.9","12.4","12","11.3","10.9","","","","","","9.8","9.4","8.9","8.3","7.8","7.3","6.9","6.5","5.6","4.3","3.8","3.3","2.8","","","","","","","",
"Arabia Saudita","SAU","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudán","SDN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","","","","","2.8","","","","","","","",
"Senegal","SEN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4","","","21.4","","","","","","","16.6","","","","12.7","","","","","","13.1","","","","","","","1.5","","","",
"Singapur","SGP","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Salomón","SLB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","","","","","","","6.6","","","","","","","","","",
"Sierra Leona","SLE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4","","","","","","","","","","","","","","32.6","","","","","","","","17.8","","","","","","","11.7","","","",
"El Salvador","SLV","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","","10.4","","","","5.4","5.9","","11.3","9","5.2","6.1","6.3","7.7","4.9","4.1","2","1.1","1.8","1.8","1.5","1.1","1","0.8","0.7","0.4","0.5","0.4","0.3","0.2","","",
"San Marino","SMR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1","","","","",
"Serbia","SRB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","3.2","4.3","4","4.2","3.3","1.5","1.2","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudán del Sur","SSD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","","","","","","","40.9","","","","","",
"África al sur del Sahara","SSF","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","26.3","27.3","28.1","28.8","28.3","27.6","27.4","27.1","26.9","26.8","26.3","25.2","24.3","22.8","21.8","20.9","19.9","18.9","18.7","17.6","16.9","16.5","16","15.4","15.3","15.2","14.9","14.5","14.3","","",
"Pequeños Estados","SST","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santo Tomé y Príncipe","STP","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","","","","","","","","","","9.3","","","","","","","6.8","","","","",
"Suriname","SUR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","","","","","","","","","","","","","","","","","","","","","","",
"República Eslovaca","SVK","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0.1","0.2","0.2","0.1","0.2","0.2","0.1","0.2","0.4","0.3","1.2","0.1","0.1","0","","",
"Eslovenia","SVN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Suecia","SWE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","6.9","","","","","","","","0.3","","","","","","0.2","","","","","","0","","","","","0","","","0.1","","","","","0","","","0.2","0.3","0.8","0.2","0.3","0.5","0.3","0.4","0.4","0.3","0.5","0.3","0.3","0.2","0.1","0.6","0.2","","",
"Eswatini","SWZ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5","","","","","","18","","","","","","","","","17","","","","","","","9.8","","","","","",
"Sint Maarten (Dutch part)","SXM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","0.1","","","",
"República Árabe Siria","SYR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","0.1","","","","","","","","","","","","","","","","","","",
"Islas Turcas y Caicos","TCA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","","","","","","","","15.2","","","","","","","9.3","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7","","","","","23.8","","","","20.7","","","6.8","","","",
"Tailandia","THA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","2.5","","1.7","","1.1","","0.5","","0.3","","0.2","0.3","0.4","","0.2","","0.1","","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Tayikistán","TJK","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","","","","7.1","3","","","3.5","","0.7","","","","","","0.9","","","","","","",
"Turkmenistán","TKM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2","","","","","","9","","","","","","","4.4","","","","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","0.3","","","","","","0.2","","","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad y Tobago","TTO","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Túnez","TUN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","","","","2.7","","","","","2.8","","","","","1.2","","","","","0.7","","","","","0.4","","","","","0","","","","","","",
"Turquía","TUR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","","","0.6","","","","","","","","0.3","0.8","0.3","0.4","0.3","0.1","0.2","0.1","0.1","0","0","0.1","0","0.1","0","0","0","0","","",
"Tuvalu","TUV","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","",
"Tanzanía","TZA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8","","","","","","","","","46.3","","","","","","","23.5","","","","15.6","","","","","","","15.9","","","",
"Uganda","UGA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9","","","26.3","","","","24.9","","","28.8","","","26.9","","","21.6","","","","15","","","10.7","","","","13.1","","","13","","",
"Ucrania","UKR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.2","","1.3","1.3","","","","","","0.3","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Ingreso mediano alto","UMC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","26.5","24.5","22.2","18.5","16.5","15.1","13.9","12","16.2","15.6","15.2","14.3","13.5","11.6","10.2","9.3","9.2","9.2","9.2","8.3","7.8","7","6","4.8","3.7","3.4","3.1","2.9","2.5","2.1","1.5","1.2","0.6","0.6","0.5","0.5","0.5","0.5","0.5","","",
"Uruguay","URY","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0","0","0.1","0","0","0","0","0","0","0","0","0","0.1","",
"Estados Unidos","USA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","0.4","","","","","0.4","","","","","","","0.4","","","","","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.6","0.5","0.5","0.7","0.6","0.8","0.8","0.8","0.8","0.8","0.9","0.7","0.9","0.8","0.8","0.8","1","0.9","0.9","1","0.9","0.8","","",
"Uzbekistán","UZB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","","22.8","","18","21.8","","","","","","","","","","","","","","","","","","",
"San Vicente y las Granadinas","VCT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela","VEN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","3.2","","","2.4","","","3.9","","","5","5.1","","4.4","7.6","9.3","8.1","8.4","3.8","","","","","","","","","","","","","","","",
"Islas Vírgenes Británicas","VGB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","","","","","7.6","","","","","9.7","","6.6","","4.7","","3.4","","0.8","","0.5","","0.5","","0.4","","0.3","","","",
"Vanuatu","VUT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","","","","","","","","2.1","","",
"Mundo","WLD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","18.1","17.3","16.3","14.7","13.8","13.2","12.7","11.8","13.3","12.9","12.8","12.4","12","11.3","10.5","9.9","9.9","10","9.6","9.2","8.8","8.3","7.8","7","6.4","6.1","5.6","5.4","5.1","4.6","4","3.7","3.3","3.1","3","2.9","2.8","2.7","","","",
"Samoa","WSM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","0.1","","","","","0.1","","","","","","","","",
"Kosovo","XKX","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0.8","0.5","","","0.5","0.4","0.2","0.1","0.1","0.2","0.1","0.1","0.2","","","","",
"Yemen, Rep. del","YEM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","1.7","","","","","","","","","4.2","","","","","","","",
"Sudáfrica","ZAF","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","","","13","","","","","8.2","","","4.7","","4.8","","","","6.1","","","","","","","",
"Zambia","ZMB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5","","28.8","","","16.9","","17.8","","","","18.8","","28.5","","31.4","","","","33","","","","","30.7","","","","","","",
"Zimbabwe","ZWE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","","","","","9.3","","13.4","","",
